 run burst level fpga channel peak over_thr peak_space peak_time a b c d e timestamp
213 6235.0 41446 l1 PP1 5.0 5.0 1.0 1.0 1.0 0.0 2.0 7.0 7.0 4.0 80000529.0
214 6235.0 41446 l1 PP1 5.0 6.0 1.0 1.0 0.0 0.0 0.0 2.0 8.0 12.0 80000647.0
215 6235.0 41446 l1 PP1 5.0 7.0 1.0 1.0 1.0 0.0 2.0 8.0 12.0 10.0 80000648.0
216 6235.0 41446 l1 PP1 5.0 8.0 1.0 1.0 0.0 0.0 6.0 10.0 8.0 4.0 80000649.0
217 6235.0 41446 l1 PP1 5.0 9.0 1.0 1.0 0.0 0.0 0.0 0.0 6.0 10.0 80001663.0
218 6235.0 41446 l1 PP1 5.0 10.0 1.0 1.0 1.0 0.0 1.0 7.0 11.0 9.0 80001664.0
219 6235.0 41446 l1 PP1 5.0 11.0 1.0 1.0 0.0 0.0 6.0 10.0 8.0 4.0 80001665.0
220 6235.0 41446 l1 PP1 5.0 12.0 1.0 1.0 0.0 0.0 0.0 1.0 6.0 9.0 80001954.0
221 6235.0 41446 l1 PP1 5.0 13.0 1.0 1.0 1.0 0.0 2.0 7.0 10.0 8.0 80001955.0
222 6235.0 41446 l1 PP1 5.0 14.0 1.0 1.0 0.0 0.0 5.0 8.0 6.0 3.0 80001956.0
223 6235.0 41446 l1 PP1 5.0 15.0 1.0 1.0 0.0 0.0 0.0 0.0 8.0 47.0 80002935.0
224 6235.0 41446 l1 PP1 5.0 16.0 1.0 1.0 0.0 0.0 0.0 10.0 49.0 75.0 80002936.0
225 6235.0 41446 l1 PP1 5.0 17.0 1.0 1.0 1.0 0.0 10.0 49.0 75.0 61.0 80002937.0
226 6235.0 41446 l1 PP1 5.0 18.0 1.0 1.0 0.0 0.0 39.0 65.0 51.0 22.0 80002938.0
